TestSponsor,SystemName,Parallel,BaseCopies,EnabledCores,EnabledChips,Threads/Core,Base,Peak,EnergyBase,EnergyPeak
Lenovo Global Technology,"ThinkSystem SD530 (1.90 GHz, Intel Xeon Bronze 3206R)",Yes,16,16,2,1,5.52,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SD530 (2.40 GHz, Intel Xeon Silver 4210R)",Yes,40,20,2,2,8.82,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SD530 (2.20 GHz, Intel Xeon Gold 6238R)",Yes,112,56,2,2,11.5&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.40 GHz, Intel Xeon Silver 4210R)",Yes,40,20,2,2,8.81,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.30 GHz, Intel Xeon Silver 4210T)",Yes,40,20,2,2,8.79,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR650 (3.20 GHz, Intel Xeon Silver 4215R)",Yes,32,16,2,2,10.3&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR665 3.20 GHz, AMD EPYC 7F72",Yes,48,48,2,2,9.66,9.89,--,--
Lenovo Global Technology,"ThinkSystem SR665 3.10 GHz, AMD EPYC 7252",Yes,16,16,2,2,8.35,8.55,--,--
Lenovo Global Technology,"ThinkSystem SR665 3.20 GHz, AMD EPYC 7262",Yes,16,16,2,2,9.00,9.20,--,--
Lenovo Global Technology,"ThinkSystem SR665 2.80 GHz, AMD EPYC 7282",Yes,32,32,2,2,8.35,8.55,--,--
Lenovo Global Technology,"ThinkSystem SR665 2.50 GHz, AMD EPYC 7502",Yes,64,64,2,2,8.90,9.12,--,--
Lenovo Global Technology,"ThinkSystem SD530 (2.40 GHz, Intel Xeon Gold 6240R)",Yes,96,48,2,2,11.5&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SD530 (3.00 GHz, Intel Xeon Gold 6248R)",Yes,96,48,2,2,11.5&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR630 (1.90 GHz, Intel Xeon Bronze 3206R)",Yes,16,16,2,1,5.54,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.40 GHz, Intel Xeon Silver 4210R)",Yes,40,20,2,2,8.79,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.30 GHz, Intel Xeon Silver 4210T)",Yes,40,20,2,2,8.77,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR630 (2.70 GHz, Intel Xeon Gold 6258R)",Yes,112,56,2,2,11.6&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR650 (1.90 GHz, Intel Xeon Bronze 3206R)",Yes,16,16,2,1,5.53,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR650 (2.10 GHz, Intel Xeon Gold 5218R)",Yes,80,40,2,2,11.3&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR665 3.70 GHz, AMD EPYC 7F32",Yes,16,16,2,2,9.94,10.3&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR665 3.50 GHz, AMD EPYC 7F52",Yes,32,32,2,2,10.1&nbsp;,10.4&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR665 2.90 GHz, AMD EPYC 7542",Yes,64,64,2,2,9.02,9.23,--,--
Lenovo Global Technology,"ThinkSystem SR665 2.20 GHz, AMD EPYC 7552",Yes,96,96,2,2,8.76,8.96,--,--
Lenovo Global Technology,"ThinkSystem SR665 2.00 GHz, AMD EPYC 7702",Yes,128,128,2,2,8.88,9.07,--,--
Lenovo Global Technology,"ThinkSystem SR850P (2.20 GHz, Intel Xeon Platinum 8276L)",Yes,112,112,4,1,11.6&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (2.70 GHz, Intel Xeon Platinum 8280L)",Yes,112,112,4,1,11.7&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SD530 (3.80 GHz, Intel Xeon Platinum 8256)",Yes,16,8,2,2,10.4&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (2.40 GHz, Intel Xeon Platinum 8260Y)",Yes,96,96,4,1,11.3&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (2.90 GHz, Intel Xeon Platinum 8268)",Yes,96,96,4,1,11.4&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (2.70 GHz, Intel Xeon Platinum 8270)",Yes,104,104,4,1,11.6&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (2.20 GHz, Intel Xeon Platinum 8276)",Yes,112,112,4,1,11.6&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (2.70 GHz, Intel Xeon Platinum 8280)",Yes,112,112,4,1,11.7&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR860 V2 (3.90 GHz, Intel Xeon Platinum 8356H)",Yes,64,32,4,2,12.5&nbsp;,12.7&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR860 V2 (2.90 GHz, Intel Xeon Platinum 8380H)",Yes,224,112,4,2,12.4&nbsp;,12.6&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR850P (2.80 GHz, Intel Xeon Gold 6242)",Yes,64,64,4,1,11.0&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (3.60 GHz, Intel Xeon Gold 6244)",Yes,32,32,4,1,12.2&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (3.30 GHz, Intel Xeon Gold 6246)",Yes,48,48,4,1,11.7&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (2.50 GHz, Intel Xeon Gold 6248)",Yes,80,80,4,1,11.2&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR860 V2 (2.60 GHz, Intel Xeon Platinum 8376HL)",Yes,224,112,4,2,12.3&nbsp;,12.6&nbsp;,43.6,44.7
Lenovo Global Technology,"ThinkSystem SR850P (2.10 GHz, Intel Xeon Gold 6238)",Yes,88,88,4,1,10.8&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (2.60 GHz, Intel Xeon Gold 6240)",Yes,72,72,4,1,11.1&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (2.60 GHz, Intel Xeon Gold 6240L)",Yes,72,72,4,1,11.1&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (2.60 GHz, Intel Xeon Gold 6240Y)",Yes,72,72,4,1,11.1&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (2.10 GHz, Intel Xeon Gold 6230)",Yes,80,80,4,1,11.2&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (2.30 GHz, Intel Xeon Gold 6230N)",Yes,80,80,4,1,10.2&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (3.30 GHz, Intel Xeon Gold 6234)",Yes,32,32,4,1,11.3&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (2.10 GHz, Intel Xeon Gold 6238L)",Yes,88,88,4,1,10.8&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (1.90 GHz, Intel Xeon Gold 6238T)",Yes,88,88,4,1,10.8&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR860 V2 (2.50 GHz, Intel Xeon Gold 5318H)",Yes,144,72,4,2,10.9&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR860 V2 (3.00 GHz, Intel Xeon Platinum 8360H)",Yes,192,96,4,2,12.1&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR860 V2 (3.00 GHz, Intel Xeon Platinum 8360HL)",Yes,192,96,4,2,12.1&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR860 V2 (2.60 GHz, Intel Xeon Platinum 8376H)",Yes,224,112,4,2,12.4&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR860 V2 (2.60 GHz, Intel Xeon Platinum 8376HL)",Yes,224,112,4,2,12.4&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR860 V2 (2.90 GHz, Intel Xeon Platinum 8380HL)",Yes,224,112,4,2,12.4&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (1.80 GHz, Intel Xeon Gold 6222V)",Yes,80,80,4,1,10.4&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (2.70 GHz, Intel Xeon Gold 6226)",Yes,48,48,4,1,10.4&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (2.10 GHz, Intel Xeon Gold 6230T)",Yes,80,80,4,1,11.2&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850 V2 (2.90 GHz, Intel Xeon Platinum 8380H)",Yes,112,112,4,1,12.5&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR860 V2 (2.50 GHz, Intel Xeon Platinum 8353H)",Yes,144,72,4,2,10.9&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR860 V2 (3.10 GHz, Intel Xeon Platinum 8354H)",Yes,144,72,4,2,12.1&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR860 V2 (2.40 GHz, Intel Xeon Gold 5320H)",Yes,160,80,4,2,11.9&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR860 V2 (2.80 GHz, Intel Xeon Gold 6328H)",Yes,128,64,4,2,11.9&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR860 V2 (2.80 GHz, Intel Xeon Gold 6328HL)",Yes,128,64,4,2,11.9&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR860 V2 (2.00 GHz, Intel Xeon Gold 6330H)",Yes,192,96,4,2,10.8&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR860 V2 (2.30 GHz, Intel Xeon Gold 6348H)",Yes,192,96,4,2,12.0&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (2.30 GHz, Intel Xeon Gold 5218B)",Yes,64,64,4,1,10.7&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (2.20 GHz, Intel Xeon Gold 5220)",Yes,72,72,4,1,11.0&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (2.70 GHz, Intel Xeon Gold 5220S)",Yes,72,72,4,1,10.9&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (1.90 GHz, Intel Xeon Gold 5220T)",Yes,72,72,4,1,10.9&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (3.80 GHz, Intel Xeon Gold 5222)",Yes,16,16,4,1,10.4&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (2.50 GHz, Intel Xeon Gold 5215)",Yes,40,40,4,1,9.30,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (2.50 GHz, Intel Xeon Gold 5215L)",Yes,40,40,4,1,9.30,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (3.00 GHz, Intel Xeon Gold 5217)",Yes,32,32,4,1,9.79,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (2.30 GHz, Intel Xeon Gold 5218)",Yes,64,64,4,1,10.7&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (2.10 GHz, Intel Xeon Gold 5218T)",Yes,64,64,4,1,10.5&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (2.40 GHz, Intel Xeon Platinum 8260L)",Yes,96,96,4,1,11.3&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850 V2 (3.10 GHz, Intel Xeon Platinum 8354H)",Yes,72,72,4,1,12.1&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850 V2 (3.90 GHz, Intel Xeon Platinum 8356H)",Yes,32,32,4,1,12.5&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850 V2 (3.00 GHz, Intel Xeon Platinum 8360H)",Yes,96,96,4,1,12.1&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850 V2 (3.00 GHz, Intel Xeon Platinum 8360HL)",Yes,96,96,4,1,12.1&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850 V2 (2.60 GHz, Intel Xeon Platinum 8376H)",Yes,112,112,4,1,12.4&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850 V2 (2.60 GHz, Intel Xeon Platinum 8376HL)",Yes,112,112,4,1,12.4&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850 V2 (2.90 GHz, Intel Xeon Platinum 8380HL)",Yes,112,112,4,1,12.4&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850 V2 (2.50 GHz, Intel Xeon Gold 5318H)",Yes,72,72,4,1,10.9&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850 V2 (2.40 GHz, Intel Xeon Gold 5320H)",Yes,80,80,4,1,11.9&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850 V2 (2.80 GHz, Intel Xeon Gold 6328H)",Yes,64,64,4,1,11.9&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850 V2 (2.80 GHz, Intel Xeon Gold 6328HL)",Yes,64,64,4,1,11.9&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850 V2 (2.00 GHz, Intel Xeon Gold 6330H)",Yes,96,96,4,1,10.8&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850 V2 (2.30 GHz, Intel Xeon Gold 6348H)",Yes,96,96,4,1,12.0&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850 V2 (2.50 GHz, Intel Xeon Platinum 8353H)",Yes,72,72,4,1,10.9&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (2.10 GHz, Intel Xeon Gold 6252)",Yes,96,96,4,1,10.9&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (3.10 GHz, Intel Xeon Gold 6254)",Yes,72,72,4,1,11.3&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (1.90 GHz, Intel Xeon Gold 6262V)",Yes,96,96,4,1,10.5&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (2.20 GHz, Intel Xeon Platinum 8253)",Yes,64,64,4,1,8.83,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (3.80 GHz, Intel Xeon Platinum 8256)",Yes,16,16,4,1,10.6&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (2.40 GHz, Intel Xeon Platinum 8260)",Yes,96,96,4,1,11.3&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR850P (2.30 GHz, Intel Xeon Gold 6252N)",Yes,96,96,4,1,10.6&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR645 2.45 GHz, AMD EPYC 7763",Yes,128,128,2,2,12.1&nbsp;,12.1&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR645 3.70 GHz, AMD EPYC 72F3",Yes,16,16,2,2,14.0&nbsp;,14.0&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR645 3.70 GHz, AMD EPYC 72F3",Yes,16,16,2,2,13.1&nbsp;,13.2&nbsp;,78.5,78.6
Lenovo Global Technology,"ThinkSystem SR645 2.00 GHz, AMD EPYC 7713",Yes,128,128,2,2,11.9&nbsp;,12.0&nbsp;,75.0,75.3
Lenovo Global Technology,"ThinkSystem SR665 3.70 GHz, AMD EPYC 72F3",Yes,16,16,2,2,13.9&nbsp;,14.0&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR665 2.45 GHz, AMD EPYC 7763",Yes,128,128,2,2,12.0&nbsp;,12.1&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR645 2.95 GHz, AMD EPYC 75F3",Yes,64,64,2,2,13.6&nbsp;,13.6&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR645 3.00 GHz, AMD EPYC 7313",Yes,32,32,2,2,12.7&nbsp;,12.7&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR665 2.95 GHz, AMD EPYC 75F3",Yes,64,64,2,2,13.6&nbsp;,13.6&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR665 2.00 GHz, AMD EPYC 7713",Yes,128,128,2,2,12.6&nbsp;,12.6&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR645 3.50 GHz, AMD EPYC 73F3",Yes,32,32,2,2,13.7&nbsp;,13.7&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR645 3.20 GHz, AMD EPYC 74F3",Yes,48,48,2,2,13.6&nbsp;,13.7&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR645 2.85 GHz, AMD EPYC 7443",Yes,48,48,2,2,13.5&nbsp;,13.6&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR645 2.00 GHz, AMD EPYC 7663",Yes,112,112,2,2,12.0&nbsp;,12.1&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR645 2.00 GHz, AMD EPYC 7713",Yes,128,128,2,2,12.6&nbsp;,12.6&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR665 2.00 GHz, AMD EPYC 7663",Yes,112,112,2,2,12.0&nbsp;,12.1&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR665 2.85 GHz, AMD EPYC 7443",Yes,48,48,2,2,13.5&nbsp;,13.6&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR665 3.00 GHz, AMD EPYC 7313",Yes,32,32,2,2,12.7&nbsp;,12.7&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR645 3.20 GHz, AMD EPYC 7343",Yes,32,32,2,2,13.3&nbsp;,13.3&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR645 2.65 GHz, AMD EPYC 7413",Yes,48,48,2,2,12.4&nbsp;,12.4&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR645 2.75 GHz, AMD EPYC 7453",Yes,56,56,2,2,11.3&nbsp;,11.3&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR645 2.60 GHz, AMD EPYC 7513",Yes,64,64,2,2,12.5&nbsp;,12.5&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR645 2.30 GHz, AMD EPYC 7643",Yes,96,96,2,2,12.4&nbsp;,12.4&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR665 3.50 GHz, AMD EPYC 73F3",Yes,32,32,2,2,13.6&nbsp;,13.7&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR665 3.20 GHz, AMD EPYC 74F3",Yes,48,48,2,2,13.6&nbsp;,13.7&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR665 2.65 GHz, AMD EPYC 7413",Yes,48,48,2,2,12.4&nbsp;,12.4&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR665 2.60 GHz, AMD EPYC 7513",Yes,64,64,2,2,12.5&nbsp;,12.5&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR665 2.30 GHz, AMD EPYC 7643",Yes,96,96,2,2,12.4&nbsp;,12.4&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR650 V2 (2.30 GHz, Intel Xeon Platinum 8380)",Yes,160,80,2,2,11.7&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR630 V2 (2.30 GHz, Intel Xeon Platinum 8380)",Yes,160,80,2,2,11.7&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SD630 V2 (2.40 GHz, Intel Xeon Platinum 8360Y)",Yes,144,72,2,2,12.0&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SD650 V2 (2.60 GHz, Intel Xeon Platinum 8368Q)",Yes,152,76,2,2,12.6&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem ST650 V2 (2.40 GHz, Intel Xeon Platinum 8360Y)",Yes,144,72,2,2,12.0&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SN550 V2 (2.20 GHz, Intel Xeon Platinum 8352Y)",Yes,128,64,2,2,11.7&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR645 2.95 GHz, AMD EPYC 75F3",Yes,64,64,2,2,13.6&nbsp;,13.6&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR645 2.80 GHz, AMD EPYC 7543",Yes,64,64,2,2,12.7&nbsp;,12.7&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR665 3.20 GHz, AMD EPYC 7343",Yes,32,32,2,2,13.3&nbsp;,13.3&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR665 2.75 GHz, AMD EPYC 7453",Yes,56,56,2,2,11.2&nbsp;,11.3&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem SR665 2.80 GHz, AMD EPYC 7543",Yes,64,64,2,2,12.7&nbsp;,12.7&nbsp;,--,--
Lenovo Global Technology,"ThinkSystem ST650 V2 (2.00 GHz, Intel Xeon Gold 6338)",Yes,128,64,2,2,11.0&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem ST650 V2 (2.20 GHz, Intel Xeon Platinum 8352S)",Yes,128,64,2,2,11.6&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR650 V2 (2.40 GHz, Intel Xeon Platinum 8368)",Yes,152,76,2,2,11.7&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR650 V2 (2.40 GHz, Intel Xeon Platinum 8351N)",Yes,72,36,1,2,11.9&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SD630 V2 (2.60 GHz, Intel Xeon Gold 6348)",Yes,112,56,2,2,11.9&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SD630 V2 (2.60 GHz, Intel Xeon Platinum 8358P)",Yes,128,64,2,2,11.7&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SD650 V2 (2.00 GHz, Intel Xeon Gold 6330)",Yes,112,56,2,2,10.6&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SN550 V2 (2.20 GHz, Intel Xeon Gold 6330N)",Yes,112,56,2,2,11.6&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SD650 V2 (2.60 GHz, Intel Xeon Platinum 8358)",Yes,128,64,2,2,11.6&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR630 V2 (3.10 GHz, Intel Xeon Gold 6346)",Yes,64,32,2,2,12.1&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SN550 V2 (2.10 GHz, Intel Xeon Platinum 8352V)",Yes,144,72,2,2,11.9&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR630 V2 (3.00 GHz, Intel Xeon Gold 6354)",Yes,72,36,2,2,12.1&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SD630 V2 (2.00 GHz, Intel Xeon Gold 6330)",Yes,112,56,2,2,10.6&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SD630 V2 (2.00 GHz, Intel Xeon Gold 6338)",Yes,128,64,2,2,11.0&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SD630 V2 (3.10 GHz, Intel Xeon Gold 6346)",Yes,64,32,2,2,12.1&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SD630 V2 (3.00 GHz, Intel Xeon Gold 6354)",Yes,72,36,2,2,12.2&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SD630 V2 (2.20 GHz, Intel Xeon Platinum 8352Y)",Yes,128,64,2,2,11.6&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SD630 V2 (2.60 GHz, Intel Xeon Platinum 8358)",Yes,128,64,2,2,11.7&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SD650 V2 (3.10 GHz, Intel Xeon Gold 6346)",Yes,64,32,2,2,12.1&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SD650 V2 (2.60 GHz, Intel Xeon Gold 6348)",Yes,112,56,2,2,11.9&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SD650 V2 (3.00 GHz, Intel Xeon Gold 6354)",Yes,72,36,2,2,12.1&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SD650 V2 (2.20 GHz, Intel Xeon Platinum 8352Y)",Yes,128,64,2,2,11.6&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SD650 V2 (2.60 GHz, Intel Xeon Platinum 8358P)",Yes,128,64,2,2,11.6&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SD650 V2 (2.40 GHz, Intel Xeon Platinum 8360Y)",Yes,144,72,2,2,11.9&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SD650 V2 (2.40 GHz, Intel Xeon Platinum 8368)",Yes,152,76,2,2,11.7&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SD650 V2 (2.30 GHz, Intel Xeon Platinum 8380)",Yes,160,80,2,2,11.7&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SN550 V2 (2.00 GHz, Intel Xeon Gold 6330)",Yes,112,56,2,2,10.7&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SN550 V2 (2.00 GHz, Intel Xeon Gold 6338)",Yes,128,64,2,2,11.0&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SN550 V2 (2.20 GHz, Intel Xeon Gold 6338N)",Yes,128,64,2,2,11.9&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SN550 V2 (3.10 GHz, Intel Xeon Gold 6346)",Yes,64,32,2,2,12.1&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SN550 V2 (3.00 GHz, Intel Xeon Gold 6354)",Yes,72,36,2,2,12.1&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR630 V2 (2.40 GHz, Intel Xeon Platinum 8351N)",Yes,72,36,1,2,11.9&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR630 V2 (2.00 GHz, Intel Xeon Gold 6330)",Yes,112,56,2,2,10.7&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR630 V2 (2.10 GHz, Intel Xeon Platinum 8352V)",Yes,144,72,2,2,11.9&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR630 V2 (2.20 GHz, Intel Xeon Gold 6330N)",Yes,112,56,2,2,11.6&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR630 V2 (2.00 GHz, Intel Xeon Gold 6338)",Yes,128,64,2,2,11.1&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR630 V2 (2.20 GHz, Intel Xeon Platinum 8352Y)",Yes,128,64,2,2,11.7&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR630 V2 (2.20 GHz, Intel Xeon Gold 6338N)",Yes,128,64,2,2,11.9&nbsp;,Not Run,--,--
Lenovo Global Technology,"ThinkSystem SR630 V2 (2.60 GHz, Intel Xeon Platinum 8358)",Yes,128,64,2,2,11.7&nbsp;,Not Run,--,--
